Age,Gender,Item_Purchased,Category,Season,Payment_Method,Shipping_Type
66,Male,Jewelry,Accessories,Summer,Cash,Express
45,Male,Pants,Clothing,Summer,Debit Card,Express
54,Male,Jewelry,Accessories,Winter,Cash,Next Day Air
37,Male,Jacket,Outerwear,Summer,Debit Card,Next Day Air
54,Male,Blouse,Clothing,Fall,Credit Card,Store Pickup
50,Male,Blouse,Clothing,Fall,Bank Transfer,2-Day Shipping
25,Male,Gloves,Accessories,Spring,Credit Card,Next Day Air
47,Male,Shorts,Clothing,Winter,Debit Card,2-Day Shipping
63,Male,Hat,Accessories,Winter,Debit Card,Standard
64,Male,Shoes,Footwear,Summer,Venmo,Store Pickup
18,Male,Boots,Footwear,Winter,Cash,Express
59,Male,Jacket,Outerwear,Fall,Debit Card,Express
37,Male,Jewelry,Accessories,Summer,Venmo,Standard
23,Male,Sunglasses,Accessories,Winter,PayPal,Next Day Air
54,Male,Skirt,Clothing,Summer,Cash,Next Day Air
38,Male,Jeans,Clothing,Winter,Credit Card,Free Shipping
19,Male,Backpack,Accessories,Spring,Credit Card,2-Day Shipping
34,Male,Backpack,Accessories,Fall,Bank Transfer,Free Shipping
21,Male,Shorts,Clothing,Fall,Debit Card,2-Day Shipping
50,Male,Dress,Clothing,Summer,Cash,Express
55,Male,Scarf,Accessories,Winter,Credit Card,2-Day Shipping
20,Male,Jeans,Clothing,Winter,Cash,Free Shipping
34,Male,Coat,Outerwear,Spring,Venmo,Store Pickup
62,Male,Sweater,Clothing,Summer,Debit Card,2-Day Shipping
21,Male,Sneakers,Footwear,Summer,Cash,Free Shipping
21,Male,Scarf,Accessories,Spring,Venmo,Free Shipping
42,Male,Sweater,Clothing,Summer,Credit Card,Free Shipping
35,Male,Jewelry,Accessories,Winter,Debit Card,Free Shipping
39,Male,Handbag,Accessories,Winter,Bank Transfer,Store Pickup
68,Male,Hoodie,Clothing,Summer,Credit Card,Standard
46,Male,Hat,Accessories,Fall,PayPal,2-Day Shipping
41,Male,Belt,Accessories,Winter,PayPal,2-Day Shipping
23,Male,Hoodie,Clothing,Fall,Venmo,Store Pickup
68,Male,Hat,Accessories,Summer,Credit Card,Free Shipping
48,Male,Shoes,Footwear,Spring,Debit Card,Next Day Air
38,Male,Sandals,Footwear,Fall,Debit Card,Store Pickup
41,Male,Jacket,Outerwear,Winter,Credit Card,Store Pickup
58,Male,Sweater,Clothing,Spring,Venmo,Standard
49,Male,Socks,Clothing,Summer,Venmo,Standard
57,Male,Sneakers,Footwear,Winter,PayPal,2-Day Shipping
49,Male,Coat,Outerwear,Summer,Bank Transfer,2-Day Shipping
50,Male,Shirt,Clothing,Fall,PayPal,Standard
28,Male,Backpack,Accessories,Summer,Debit Card,Store Pickup
38,Male,Boots,Footwear,Winter,PayPal,Express
33,Male,Handbag,Accessories,Fall,Credit Card,Free Shipping
30,Male,Dress,Clothing,Fall,Venmo,Express
43,Male,Sneakers,Footwear,Winter,Bank Transfer,Free Shipping
43,Male,Boots,Footwear,Spring,PayPal,Free Shipping
36,Male,Shoes,Footwear,Winter,Credit Card,Express
36,Male,T-shirt,Clothing,Fall,Bank Transfer,Next Day Air
64,Male,Boots,Footwear,Spring,Debit Card,Next Day Air
59,Male,Pants,Clothing,Fall,Cash,Express
55,Male,Shoes,Footwear,Summer,Credit Card,Next Day Air
42,Male,Shoes,Footwear,Winter,Bank Transfer,Free Shipping
61,Male,T-shirt,Clothing,Spring,Credit Card,Express
28,Male,Scarf,Accessories,Fall,Cash,2-Day Shipping
65,Male,Shorts,Clothing,Spring,Bank Transfer,Store Pickup
27,Male,Jewelry,Accessories,Winter,Cash,Store Pickup
41,Male,T-shirt,Clothing,Summer,Bank Transfer,Free Shipping
21,Male,Shirt,Clothing,Fall,Credit Card,2-Day Shipping
61,Male,Shirt,Clothing,Fall,Debit Card,Free Shipping
19,Male,Gloves,Accessories,Winter,Credit Card,Next Day Air
22,Male,Scarf,Accessories,Fall,PayPal,Store Pickup
64,Male,Skirt,Clothing,Winter,Debit Card,Standard
28,Male,Hat,Accessories,Spring,Credit Card,Next Day Air
34,Male,Hoodie,Clothing,Fall,Cash,2-Day Shipping
61,Male,Boots,Footwear,Fall,Debit Card,Free Shipping
24,Male,Blouse,Clothing,Fall,PayPal,Next Day Air
19,Male,Belt,Accessories,Summer,Cash,2-Day Shipping
51,Male,Sunglasses,Accessories,Spring,Bank Transfer,Free Shipping
36,Male,Shorts,Clothing,Winter,Credit Card,Standard
65,Male,Gloves,Accessories,Spring,PayPal,Store Pickup
46,Male,Sandals,Footwear,Spring,Cash,Express
59,Male,Shirt,Clothing,Summer,Venmo,Free Shipping
51,Male,Coat,Outerwear,Spring,Credit Card,Next Day Air
51,Male,Pants,Clothing,Winter,Cash,Standard
21,Male,T-shirt,Clothing,Winter,Bank Transfer,Next Day Air
34,Male,Sneakers,Footwear,Winter,Venmo,Express
32,Male,Shorts,Clothing,Fall,Cash,Standard
48,Male,Coat,Outerwear,Winter,Venmo,Store Pickup
50,Male,Sandals,Footwear,Fall,Bank Transfer,Next Day Air
26,Male,Pants,Clothing,Winter,Bank Transfer,Express
57,Male,Sandals,Footwear,Spring,PayPal,Next Day Air
65,Male,Gloves,Accessories,Fall,Bank Transfer,Next Day Air
56,Male,T-shirt,Clothing,Spring,Credit Card,Free Shipping
44,Male,Jacket,Outerwear,Fall,Debit Card,Store Pickup
50,Male,Blouse,Clothing,Summer,Credit Card,Store Pickup
27,Male,Socks,Clothing,Spring,PayPal,Free Shipping
49,Male,Coat,Outerwear,Winter,Cash,Store Pickup
49,Male,Dress,Clothing,Spring,Venmo,Next Day Air
52,Male,Jacket,Outerwear,Fall,Bank Transfer,Next Day Air
27,Male,Boots,Footwear,Spring,Venmo,Next Day Air
53,Male,Skirt,Clothing,Spring,Debit Card,Express
34,Male,Sandals,Footwear,Summer,Cash,Standard
33,Male,Coat,Outerwear,Summer,Bank Transfer,2-Day Shipping
62,Male,Hoodie,Clothing,Winter,Cash,Free Shipping
38,Male,Jacket,Outerwear,Winter,Debit Card,Free Shipping
36,Male,Backpack,Accessories,Winter,PayPal,Store Pickup
31,Male,Backpack,Accessories,Fall,Cash,Express
62,Male,Belt,Accessories,Summer,Cash,Store Pickup
29,Male,Coat,Outerwear,Fall,Venmo,2-Day Shipping
24,Male,T-shirt,Clothing,Fall,Bank Transfer,Express
63,Male,Sunglasses,Accessories,Winter,Venmo,Express
56,Male,Sneakers,Footwear,Summer,PayPal,Express
63,Male,Gloves,Accessories,Fall,Bank Transfer,Express
40,Male,Coat,Outerwear,Winter,Credit Card,Store Pickup
18,Male,Shirt,Clothing,Spring,PayPal,Free Shipping
50,Male,Sneakers,Footwear,Fall,Venmo,Express
66,Male,Scarf,Accessories,Fall,Bank Transfer,Store Pickup
25,Male,Jewelry,Accessories,Fall,PayPal,Free Shipping
65,Male,Jacket,Outerwear,Fall,Credit Card,Next Day Air
53,Male,Jeans,Clothing,Summer,PayPal,Standard
61,Male,Shoes,Footwear,Fall,PayPal,Standard
67,Male,Hoodie,Clothing,Winter,Cash,Next Day Air
59,Male,Backpack,Accessories,Fall,Bank Transfer,Store Pickup
55,Male,Sneakers,Footwear,Spring,PayPal,Store Pickup
21,Male,Blouse,Clothing,Winter,Venmo,Next Day Air
44,Male,Pants,Clothing,Summer,Bank Transfer,Free Shipping
65,Male,Skirt,Clothing,Fall,PayPal,Express
65,Male,T-shirt,Clothing,Fall,Credit Card,Standard
54,Male,Jacket,Outerwear,Spring,Venmo,Free Shipping
56,Male,Scarf,Accessories,Summer,Credit Card,Next Day Air
58,Male,Pants,Clothing,Summer,Cash,2-Day Shipping
54,Male,Sneakers,Footwear,Fall,PayPal,Free Shipping
58,Male,Jeans,Clothing,Fall,Venmo,Express
48,Male,Hat,Accessories,Winter,Venmo,2-Day Shipping
19,Male,Skirt,Clothing,Fall,PayPal,Store Pickup
69,Male,Sandals,Footwear,Fall,Debit Card,Next Day Air
58,Male,Sandals,Footwear,Winter,Debit Card,Free Shipping
49,Male,Sweater,Clothing,Spring,PayPal,Free Shipping
32,Male,Sweater,Clothing,Winter,Credit Card,Store Pickup
40,Male,Jacket,Outerwear,Spring,Debit Card,Store Pickup
25,Male,Shorts,Clothing,Spring,PayPal,Store Pickup
70,Male,Socks,Clothing,Spring,PayPal,Free Shipping
69,Male,Socks,Clothing,Fall,Credit Card,Next Day Air
45,Male,Hoodie,Clothing,Winter,Venmo,2-Day Shipping
29,Male,Socks,Clothing,Fall,PayPal,Express
47,Male,Boots,Footwear,Fall,Debit Card,Standard
28,Male,Shirt,Clothing,Fall,Debit Card,2-Day Shipping
64,Male,Belt,Accessories,Fall,Credit Card,Standard
47,Male,Backpack,Accessories,Fall,Credit Card,Store Pickup
60,Male,Boots,Footwear,Fall,Venmo,Free Shipping
67,Male,Coat,Outerwear,Winter,Cash,Store Pickup
35,Male,Hoodie,Clothing,Winter,Cash,Next Day Air
30,Male,Shoes,Footwear,Summer,Credit Card,Next Day Air
23,Male,Shoes,Footwear,Summer,PayPal,Store Pickup
70,Male,Jewelry,Accessories,Summer,Bank Transfer,Standard
21,Male,Dress,Clothing,Winter,Credit Card,2-Day Shipping
51,Male,Boots,Footwear,Spring,Cash,Standard
22,Male,Hat,Accessories,Spring,Debit Card,2-Day Shipping
32,Male,Backpack,Accessories,Summer,Cash,Store Pickup
37,Male,Shoes,Footwear,Summer,Venmo,Next Day Air
31,Male,Handbag,Accessories,Winter,Debit Card,2-Day Shipping
44,Male,Sunglasses,Accessories,Fall,Bank Transfer,Store Pickup
40,Male,Hat,Accessories,Winter,Debit Card,Standard
27,Male,Scarf,Accessories,Spring,Credit Card,Standard
47,Male,Hoodie,Clothing,Fall,PayPal,Next Day Air
41,Male,Backpack,Accessories,Fall,Debit Card,Next Day Air
51,Male,Sweater,Clothing,Fall,Cash,Next Day Air
53,Male,Shorts,Clothing,Summer,Debit Card,Free Shipping
43,Male,Scarf,Accessories,Winter,Credit Card,Store Pickup
67,Male,Hat,Accessories,Fall,PayPal,Express
61,Male,Coat,Outerwear,Fall,Cash,Standard
68,Male,Jewelry,Accessories,Winter,Cash,Standard
67,Male,Sandals,Footwear,Summer,Debit Card,Next Day Air
29,Male,Gloves,Accessories,Spring,Cash,Free Shipping
50,Male,Backpack,Accessories,Fall,Debit Card,Standard
61,Male,Jacket,Outerwear,Spring,Credit Card,Express
19,Male,Backpack,Accessories,Summer,Debit Card,Store Pickup
33,Male,Backpack,Accessories,Fall,PayPal,2-Day Shipping
51,Male,Sunglasses,Accessories,Fall,Debit Card,Store Pickup
69,Male,Socks,Clothing,Spring,Credit Card,Next Day Air
19,Male,Shoes,Footwear,Fall,Bank Transfer,Standard
55,Male,Pants,Clothing,Fall,Venmo,Express
49,Male,Jewelry,Accessories,Fall,Venmo,Next Day Air
31,Male,Sunglasses,Accessories,Spring,Credit Card,Standard
42,Male,Sandals,Footwear,Winter,Venmo,Express
69,Male,Sweater,Clothing,Fall,Venmo,2-Day Shipping
26,Male,Shoes,Footwear,Spring,Bank Transfer,Standard
41,Male,Jewelry,Accessories,Fall,Cash,2-Day Shipping
55,Male,Boots,Footwear,Summer,Venmo,Store Pickup
35,Male,Backpack,Accessories,Winter,Venmo,Next Day Air
66,Male,Sandals,Footwear,Spring,Bank Transfer,Express
36,Male,Sneakers,Footwear,Summer,Bank Transfer,Standard
27,Male,Hoodie,Clothing,Fall,PayPal,2-Day Shipping
41,Male,Handbag,Accessories,Summer,Cash,Store Pickup
21,Male,Sweater,Clothing,Winter,Cash,2-Day Shipping
53,Male,Sandals,Footwear,Summer,Venmo,Express
54,Male,Dress,Clothing,Spring,Credit Card,2-Day Shipping
53,Male,Skirt,Clothing,Summer,Debit Card,Store Pickup
47,Male,Blouse,Clothing,Winter,Venmo,2-Day Shipping
64,Male,Skirt,Clothing,Spring,Credit Card,2-Day Shipping
18,Male,Sweater,Clothing,Winter,Venmo,Next Day Air
68,Male,Backpack,Accessories,Summer,Venmo,Next Day Air
62,Male,Hoodie,Clothing,Summer,Credit Card,Express
51,Male,Boots,Footwear,Spring,Debit Card,Standard
54,Male,Blouse,Clothing,Summer,Bank Transfer,Express
22,Male,Hoodie,Clothing,Winter,Bank Transfer,Store Pickup
53,Male,Pants,Clothing,Spring,Credit Card,Store Pickup
34,Male,Gloves,Accessories,Spring,Venmo,Next Day Air
32,Male,Hat,Accessories,Summer,PayPal,Next Day Air
64,Male,Sunglasses,Accessories,Winter,PayPal,Free Shipping
20,Male,Scarf,Accessories,Winter,Credit Card,2-Day Shipping
24,Male,Handbag,Accessories,Summer,Bank Transfer,2-Day Shipping
20,Male,Handbag,Accessories,Fall,Debit Card,Free Shipping
42,Male,Jeans,Clothing,Summer,Debit Card,Standard
48,Male,Jacket,Outerwear,Winter,PayPal,Free Shipping
62,Male,Backpack,Accessories,Fall,Debit Card,Store Pickup
62,Male,Shorts,Clothing,Spring,Debit Card,2-Day Shipping
50,Male,Coat,Outerwear,Fall,Debit Card,2-Day Shipping
57,Male,Shirt,Clothing,Fall,Cash,Store Pickup
24,Male,Gloves,Accessories,Fall,Debit Card,Express
59,Male,Dress,Clothing,Fall,Cash,Express
63,Male,Pants,Clothing,Winter,Cash,Express
41,Male,Pants,Clothing,Spring,Cash,2-Day Shipping
35,Male,Hoodie,Clothing,Winter,Cash,Free Shipping
34,Male,Sunglasses,Accessories,Winter,Debit Card,Standard
49,Male,T-shirt,Clothing,Fall,Credit Card,Express
43,Male,Jacket,Outerwear,Spring,PayPal,Free Shipping
63,Male,Sweater,Clothing,Spring,Credit Card,Next Day Air
38,Male,Jacket,Outerwear,Winter,PayPal,Express
59,Male,Socks,Clothing,Winter,Cash,2-Day Shipping
35,Male,Shirt,Clothing,Spring,Cash,Free Shipping
48,Male,Jewelry,Accessories,Winter,Venmo,Store Pickup
64,Male,Sunglasses,Accessories,Spring,Credit Card,2-Day Shipping
28,Male,Pants,Clothing,Winter,Debit Card,2-Day Shipping
60,Male,Socks,Clothing,Summer,PayPal,Express
27,Male,Blouse,Clothing,Fall,Credit Card,Store Pickup
56,Male,Sandals,Footwear,Fall,PayPal,Express
58,Male,Sneakers,Footwear,Spring,Venmo,Express
30,Male,Shirt,Clothing,Winter,PayPal,2-Day Shipping
23,Male,Jacket,Outerwear,Summer,Debit Card,Standard
33,Male,Sandals,Footwear,Winter,Venmo,Free Shipping
63,Male,Hat,Accessories,Summer,Bank Transfer,Express
70,Male,Blouse,Clothing,Winter,Credit Card,Standard
70,Male,Sweater,Clothing,Fall,PayPal,2-Day Shipping
19,Male,Gloves,Accessories,Winter,Cash,Free Shipping
25,Male,Scarf,Accessories,Summer,Cash,Store Pickup
19,Male,Hoodie,Clothing,Summer,Cash,Express
25,Male,Shorts,Clothing,Spring,Bank Transfer,Standard
60,Male,Backpack,Accessories,Summer,Credit Card,Standard
35,Male,Sunglasses,Accessories,Spring,Venmo,2-Day Shipping
46,Male,Shorts,Clothing,Spring,Credit Card,Free Shipping
41,Male,Dress,Clothing,Fall,Venmo,2-Day Shipping
30,Male,Shorts,Clothing,Summer,Bank Transfer,Next Day Air
44,Male,Belt,Accessories,Fall,Bank Transfer,Standard
61,Male,Scarf,Accessories,Summer,Bank Transfer,Free Shipping
55,Male,Boots,Footwear,Winter,PayPal,Standard
50,Male,Handbag,Accessories,Fall,Bank Transfer,2-Day Shipping
57,Male,Pants,Clothing,Winter,Venmo,Standard
51,Male,Boots,Footwear,Fall,Cash,Next Day Air
18,Male,Shirt,Clothing,Winter,Bank Transfer,Store Pickup
63,Male,Dress,Clothing,Summer,Debit Card,Standard
34,Male,Hoodie,Clothing,Spring,Venmo,Express
25,Male,Pants,Clothing,Summer,PayPal,Free Shipping
46,Male,Jeans,Clothing,Summer,Venmo,Express
59,Male,Shirt,Clothing,Spring,Debit Card,Next Day Air
37,Male,Backpack,Accessories,Summer,Cash,Store Pickup
49,Male,Jacket,Outerwear,Summer,Debit Card,Standard
22,Male,Scarf,Accessories,Spring,Bank Transfer,Standard
64,Male,Boots,Footwear,Spring,PayPal,2-Day Shipping
42,Male,Blouse,Clothing,Summer,Credit Card,Next Day Air
37,Male,Hoodie,Clothing,Summer,Bank Transfer,Express
26,Male,Jacket,Outerwear,Fall,Venmo,Store Pickup
33,Male,Jeans,Clothing,Spring,Venmo,Express
30,Male,Jewelry,Accessories,Spring,PayPal,Express
21,Male,Socks,Clothing,Spring,Debit Card,Express
22,Male,Shirt,Clothing,Summer,Bank Transfer,Standard
63,Male,Shorts,Clothing,Summer,Venmo,Next Day Air
33,Male,Jewelry,Accessories,Fall,Bank Transfer,Free Shipping
43,Male,Blouse,Clothing,Summer,Debit Card,Next Day Air
27,Male,Sweater,Clothing,Summer,PayPal,Store Pickup
35,Male,Jewelry,Accessories,Fall,Cash,Express
37,Male,T-shirt,Clothing,Fall,Cash,Store Pickup
61,Male,Hat,Accessories,Winter,Cash,Standard
32,Male,Shorts,Clothing,Summer,PayPal,Next Day Air
62,Male,Sweater,Clothing,Winter,Credit Card,Next Day Air
29,Male,Jeans,Clothing,Winter,Debit Card,Next Day Air
41,Male,Sunglasses,Accessories,Summer,Venmo,Express
48,Male,Boots,Footwear,Summer,Venmo,Standard
43,Male,Coat,Outerwear,Spring,Credit Card,Free Shipping
34,Male,Shirt,Clothing,Spring,Cash,Express
45,Male,Dress,Clothing,Fall,Cash,2-Day Shipping
65,Male,Shirt,Clothing,Winter,Venmo,Express
61,Male,Sunglasses,Accessories,Fall,Venmo,2-Day Shipping
18,Male,Dress,Clothing,Spring,Debit Card,2-Day Shipping
47,Male,Sunglasses,Accessories,Spring,PayPal,Store Pickup
56,Male,Sunglasses,Accessories,Winter,Credit Card,2-Day Shipping
64,Male,Shorts,Clothing,Summer,Cash,Free Shipping
26,Male,Jeans,Clothing,Summer,Bank Transfer,Next Day Air
22,Male,T-shirt,Clothing,Summer,Debit Card,Free Shipping
64,Male,Pants,Clothing,Summer,Debit Card,Express
21,Male,Sunglasses,Accessories,Fall,PayPal,Free Shipping
67,Male,Boots,Footwear,Spring,Debit Card,Next Day Air
46,Male,T-shirt,Clothing,Fall,Credit Card,Standard
40,Male,Sandals,Footwear,Winter,Debit Card,Free Shipping
51,Male,Shorts,Clothing,Spring,Venmo,Next Day Air
35,Male,Hat,Accessories,Fall,Bank Transfer,Free Shipping
56,Male,Scarf,Accessories,Winter,Bank Transfer,Standard
25,Male,T-shirt,Clothing,Fall,Bank Transfer,Free Shipping
65,Male,Gloves,Accessories,Fall,Credit Card,Free Shipping
39,Male,Scarf,Accessories,Fall,Cash,2-Day Shipping
47,Male,Boots,Footwear,Fall,Credit Card,Store Pickup
36,Male,Gloves,Accessories,Spring,Cash,Store Pickup
66,Male,Coat,Outerwear,Spring,Venmo,Free Shipping
62,Male,Belt,Accessories,Summer,Cash,Standard
41,Male,Hoodie,Clothing,Fall,Debit Card,Store Pickup
66,Male,Shoes,Footwear,Summer,Bank Transfer,2-Day Shipping
51,Male,Dress,Clothing,Winter,Bank Transfer,Next Day Air
33,Male,Gloves,Accessories,Fall,Credit Card,Free Shipping
57,Male,Jewelry,Accessories,Fall,Credit Card,Express
45,Male,Belt,Accessories,Fall,Credit Card,Standard
61,Male,Sweater,Clothing,Spring,Debit Card,2-Day Shipping
55,Male,Skirt,Clothing,Fall,Bank Transfer,Free Shipping
54,Male,Sneakers,Footwear,Summer,Bank Transfer,Store Pickup
57,Male,Gloves,Accessories,Winter,PayPal,Next Day Air
27,Male,Coat,Outerwear,Fall,Cash,Next Day Air
64,Male,Backpack,Accessories,Spring,PayPal,Express
52,Male,Socks,Clothing,Spring,Credit Card,Store Pickup
19,Male,Sneakers,Footwear,Spring,Venmo,Express
22,Male,Sweater,Clothing,Fall,Credit Card,Next Day Air
18,Male,Jeans,Clothing,Fall,Cash,Free Shipping
29,Male,Hat,Accessories,Winter,Venmo,Express
42,Male,Hat,Accessories,Summer,Credit Card,Standard
49,Male,Handbag,Accessories,Winter,PayPal,Store Pickup
49,Male,Shirt,Clothing,Spring,PayPal,Standard
55,Male,Socks,Clothing,Spring,Credit Card,Express
29,Male,Socks,Clothing,Summer,Cash,Store Pickup
60,Male,Dress,Clothing,Spring,Credit Card,Express
34,Male,Shoes,Footwear,Spring,Venmo,Free Shipping
30,Male,Scarf,Accessories,Winter,PayPal,Store Pickup
28,Male,Hoodie,Clothing,Summer,PayPal,Standard
63,Male,T-shirt,Clothing,Winter,Debit Card,Next Day Air
31,Male,Jeans,Clothing,Winter,Debit Card,Store Pickup
46,Male,Shorts,Clothing,Spring,Bank Transfer,Next Day Air
70,Male,Hat,Accessories,Winter,Credit Card,Express
53,Male,Handbag,Accessories,Spring,Bank Transfer,Free Shipping
50,Male,Pants,Clothing,Summer,Venmo,Store Pickup
33,Male,Handbag,Accessories,Fall,Venmo,Standard
22,Male,Sweater,Clothing,Summer,Venmo,Store Pickup
50,Male,Scarf,Accessories,Summer,Credit Card,2-Day Shipping
34,Male,Sneakers,Footwear,Spring,Venmo,Next Day Air
24,Male,Pants,Clothing,Summer,Cash,Free Shipping
69,Male,Backpack,Accessories,Winter,Bank Transfer,Store Pickup
39,Male,Sandals,Footwear,Summer,Cash,Store Pickup
42,Male,Socks,Clothing,Fall,Debit Card,2-Day Shipping
42,Male,Coat,Outerwear,Fall,Cash,2-Day Shipping
29,Male,Socks,Clothing,Spring,Cash,2-Day Shipping
55,Male,Belt,Accessories,Summer,Venmo,Free Shipping
32,Male,Socks,Clothing,Summer,Credit Card,Free Shipping
25,Male,Belt,Accessories,Fall,Credit Card,Express
38,Male,Pants,Clothing,Winter,Venmo,Next Day Air
32,Male,Shorts,Clothing,Winter,Credit Card,Express
43,Male,Boots,Footwear,Summer,Cash,Store Pickup
41,Male,Dress,Clothing,Summer,Venmo,Next Day Air
56,Male,Jeans,Clothing,Summer,Credit Card,Standard
27,Male,T-shirt,Clothing,Winter,Bank Transfer,Express
46,Male,Shoes,Footwear,Fall,PayPal,Next Day Air
48,Male,Boots,Footwear,Fall,PayPal,Next Day Air
52,Male,Scarf,Accessories,Fall,Debit Card,Store Pickup
18,Male,Sneakers,Footwear,Winter,Debit Card,Free Shipping
64,Male,Boots,Footwear,Summer,PayPal,Standard
54,Male,Handbag,Accessories,Summer,Credit Card,Store Pickup
31,Male,Shirt,Clothing,Winter,Cash,Express
30,Male,Hat,Accessories,Spring,Cash,Next Day Air
26,Male,Sweater,Clothing,Summer,Credit Card,Store Pickup
25,Male,Handbag,Accessories,Spring,Credit Card,Store Pickup
59,Male,Shirt,Clothing,Winter,Cash,Store Pickup
55,Male,Sunglasses,Accessories,Winter,Bank Transfer,Next Day Air
56,Male,Sneakers,Footwear,Spring,Cash,2-Day Shipping
62,Male,Hoodie,Clothing,Spring,Cash,Standard
35,Male,Shirt,Clothing,Winter,Cash,Standard
51,Male,Sunglasses,Accessories,Winter,PayPal,Free Shipping
61,Male,Blouse,Clothing,Spring,Venmo,Store Pickup
27,Male,Belt,Accessories,Fall,Venmo,Next Day Air
54,Male,Dress,Clothing,Winter,Credit Card,Standard
31,Male,Shoes,Footwear,Fall,Credit Card,Free Shipping
24,Male,Socks,Clothing,Fall,Bank Transfer,2-Day Shipping
42,Male,Socks,Clothing,Spring,Debit Card,2-Day Shipping
41,Male,Shorts,Clothing,Fall,Cash,Express
66,Male,Gloves,Accessories,Summer,Debit Card,Express
58,Male,Jacket,Outerwear,Fall,Credit Card,Express
43,Male,Handbag,Accessories,Fall,Debit Card,Standard
52,Male,Backpack,Accessories,Summer,Debit Card,Free Shipping
35,Male,Boots,Footwear,Summer,Debit Card,Next Day Air
23,Male,Gloves,Accessories,Winter,PayPal,Store Pickup
25,Male,Hoodie,Clothing,Spring,Credit Card,Express
33,Male,Coat,Outerwear,Spring,Bank Transfer,Express
48,Male,Shirt,Clothing,Spring,Cash,Free Shipping
42,Male,Shirt,Clothing,Summer,Bank Transfer,2-Day Shipping
55,Male,Sweater,Clothing,Summer,Venmo,Store Pickup
59,Male,Shirt,Clothing,Spring,Venmo,Express
65,Male,Hoodie,Clothing,Summer,Cash,Express
59,Male,Sandals,Footwear,Winter,PayPal,Express
31,Male,Belt,Accessories,Winter,PayPal,Standard
49,Male,Boots,Footwear,Spring,Bank Transfer,Express
53,Male,Hoodie,Clothing,Fall,Bank Transfer,Standard
48,Male,Sandals,Footwear,Fall,PayPal,Store Pickup
23,Male,Jeans,Clothing,Spring,Debit Card,Express
68,Male,Shoes,Footwear,Winter,Bank Transfer,Store Pickup
35,Male,Sandals,Footwear,Summer,Credit Card,Express
34,Male,Dress,Clothing,Spring,Venmo,Next Day Air
62,Male,Hat,Accessories,Winter,PayPal,Free Shipping
21,Male,Pants,Clothing,Spring,Bank Transfer,Free Shipping
